,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
214,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,215,0.7769607843137255,0.8123711340206186,0.5735758128849899,0.26822319048456844,0.006712795235216618,0.009649799205362797,0.002937004202976823,5
215,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,216,0.7941176470588235,0.8292682926829268,0.4922119570421238,0.34847990959882735,0.00867249071598053,0.01107830461114645,0.0024058138951659203,5
216,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,217,0.8553921568627451,0.888045540796964,0.34859883697593913,0.2917111321538687,0.003562555881217122,0.005106426775455475,0.0015438708942383528,5
217,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,218,0.821078431372549,0.8813008130081301,0.43011342398091856,0.05598900117399173,0.002136663068085909,0.00596878444775939,0.003832121379673481,25
218,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,219,0.7107843137254902,0.8254437869822485,0.7340729524034495,0.20930445663630964,0.003089219331741333,0.003864558879286051,0.0007753394893370569,5
219,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,220,0.7156862745098039,0.827893175074184,0.764172960223411,0.38880888998508456,0.0026885909028351307,0.00618922570720315,0.003500634804368019,5
220,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,221,0.7794117647058824,0.8584905660377359,0.5410528722785267,0.46377154039219015,0.003375147469341755,0.0068825180642306805,0.0035073705948889256,5
221,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,222,0.8406862745098039,0.8922056384742952,0.40618630553431373,0.12920486233197154,0.002715624403208494,0.003484657732769847,0.0007690333295613527,10
222,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,223,0.8529411764705882,0.8993288590604027,0.3782079905344575,0.05667955532390624,0.00230375025421381,0.003207191824913025,0.000903441512491554,25
223,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,224,0.8455882352941176,0.8962108731466227,0.4922604513601126,0.015256673243061148,0.002245804760605097,0.004815920256078243,0.0025701154954731464,85
224,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,225,0.8259803921568627,0.8849270664505673,0.6331222396773085,0.1775525073474273,0.0022843738552182913,0.0026839033234864473,0.00039952941006049514,5
225,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,226,0.8259803921568627,0.8849270664505673,0.6699655158947423,0.18483003119006752,0.0024668360128998756,0.0034832716919481754,0.0010164356790482998,5
226,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,227,0.8480392156862745,0.8956228956228957,0.4978050144124484,0.33960951544344425,0.0074714310467243195,0.01099572703242302,0.0035242957528680563,5
227,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,228,0.8529411764705882,0.8909090909090909,0.4067954318050076,0.22239610223099587,0.002736117457970977,0.004059444647282362,0.0013233271893113852,5
228,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,229,0.7916666666666666,0.8289738430583501,0.5239067022122589,0.24033868383616208,0.0030876481905579567,0.0039079757407307625,0.000820327433757484,5
229,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,230,0.7622549019607843,0.7966457023060797,0.6411609468506831,0.291732099428773,0.0034431382082402706,0.0045234328135848045,0.001080294605344534,5
230,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,231,0.7598039215686274,0.7941176470588235,0.6171594574755314,0.16034190731123088,0.003227289766073227,0.004216358996927738,0.0009890691144391894,5
231,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,232,0.8137254901960784,0.8527131782945736,0.4057775065302849,0.30565024755895137,0.0025317752733826637,0.004868153482675552,0.0023363782092928886,5
232,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,233,0.8651960784313726,0.9026548672566371,0.3523807952125721,0.11571471228962764,0.0023918577935546637,0.0030986398924142122,0.0007067821570672095,10
233,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,234,0.8333333333333334,0.8881578947368421,0.47304066987342985,0.15417509262682869,0.002467269077897072,0.0029280425515025854,0.00046077341539785266,5
234,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,235,0.7867647058823529,0.862992125984252,0.6369044039770504,0.14797344695311038,0.0030324505642056465,0.0036799092777073383,0.0006474587717093527,5
235,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,236,0.7916666666666666,0.8657187993680885,0.6469443464245391,0.12672268235124648,0.002895807381719351,0.004412032198160887,0.0015162249328568578,10
236,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,237,0.8578431372549019,0.902027027027027,0.4411129024354558,0.28571692764759066,0.0029948651790618896,0.005671327002346516,0.002676461823284626,5
237,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,238,0.8602941176470589,0.8987566607460036,0.37323349127180727,0.041306922221556304,0.00233648344874382,0.0029713602270931005,0.0006348768365569413,25
238,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,239,0.8602941176470589,0.8976660682226212,0.3950737125135264,0.03499383818730712,0.0023873457685112953,0.0037966747768223286,0.0014093290083110332,25
239,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,240,0.8602941176470589,0.896551724137931,0.41362333202200446,0.15662493448238818,0.0026300742756575346,0.003126403084024787,0.0004963287501595914,5
240,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,241,0.8627450980392157,0.8970588235294118,0.43511087002743987,0.09606983608566225,0.0026684922631829977,0.003247683634981513,0.0005791913135908544,10
241,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,242,0.8676470588235294,0.9018181818181819,0.44485093989551033,0.17969144022092226,0.003639788366854191,0.004585168790072203,0.0009453805396333337,5
242,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,243,0.8700980392156863,0.9051878354203936,0.46815891679109295,0.1224538636300713,0.0035790177062153816,0.004361904226243496,0.0007828865200281143,5
243,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,244,0.8700980392156863,0.9051878354203936,0.4710404749231541,0.2299583232123405,0.004536123014986515,0.005693105049431324,0.001156982034444809,5
244,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,245,0.8823529411764706,0.9166666666666666,0.4926493973739436,0.19488281273515895,0.00625342782586813,0.008296712301671505,0.0020432842429727316,5
245,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,246,0.8700980392156863,0.9094017094017094,0.5274215475781638,0.22791121830232441,0.00409794831648469,0.004942216910421848,0.0008442687103524804,5
246,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,247,0.8406862745098039,0.8914858096828047,0.5549695830907463,0.1889753039809875,0.005965363699942827,0.007161460816860199,0.00119609700050205,5
247,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,248,0.8455882352941176,0.8948247078464107,0.5268642023592667,0.18094765874440782,0.0046018012799322605,0.005727152340114117,0.001125351176597178,5
248,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,249,0.8602941176470589,0.9035532994923858,0.469276556096898,0.13282389183994384,0.006510051432996988,0.007973580621182919,0.0014635291881859303,5
249,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,250,0.8382352941176471,0.8821428571428571,0.404167032825724,0.20097654644865542,0.0040172310546040535,0.005092495586723089,0.001075264415703714,5
250,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,251,0.8504901960784313,0.8864059590316573,0.4074762086292692,0.10954575206385928,0.0027392315678298473,0.003402159782126546,0.0006629281560890377,10
251,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,252,0.8357843137254902,0.8688845401174168,0.46604687304181214,0.10347597106825561,0.0029090309981256723,0.0036398202646523714,0.00073078932473436,10
252,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,253,0.8333333333333334,0.8661417322834646,0.47004403750978263,0.23708073964342474,0.0036221621558070183,0.005010207649320364,0.0013880453770980239,5
253,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,254,0.8504901960784313,0.8842504743833017,0.3979977633365813,0.289853729614988,0.0044610146433115005,0.0060283113270998,0.0015672969166189432,5
254,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,255,0.8480392156862745,0.8896797153024911,0.35059711085084605,0.08961370134959,0.0025860583409667015,0.004032613709568977,0.001446555252186954,10
255,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,256,0.8455882352941176,0.8951747088186356,0.4643995024916698,0.07005136189516634,0.0024405624717473984,0.0028614108450710773,0.00042084837332367897,10
256,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,257,0.8063725490196079,0.8748019017432647,0.6242524424782389,0.18422141830436883,0.0032075089402496815,0.004101351369172335,0.000893842545337975,5
257,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,258,0.8063725490196079,0.8751974723538705,0.6671850092722761,0.17732725236564872,0.003749435767531395,0.004873188678175211,0.0011237527942284942,5
258,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,259,0.8308823529411765,0.8855721393034826,0.4756857912220499,0.33578907999210056,0.003212845418602228,0.005990780424326658,0.00277793500572443,5
259,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,260,0.8676470588235294,0.90625,0.3499848796511252,0.12793061519972979,0.0023939504753798246,0.002962361788377166,0.0005684113129973412,5
260,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,261,0.8578431372549019,0.8925925925925926,0.33619693029379727,0.10198344169184566,0.00243030465207994,0.003356063738465309,0.0009257590863853693,10
261,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,262,0.821078431372549,0.8542914171656687,0.4955533393750004,0.1484679352119565,0.0025381746236234903,0.0031884422060102224,0.0006502675823867321,10
262,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,263,0.7892156862745098,0.8215767634854771,0.572765568892161,0.27387021452188487,0.0021982379257678986,0.003972983453422785,0.0017747454112395644,5
263,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,264,0.8137254901960784,0.848,0.5133449100688392,0.2361768423393369,0.002997889183461666,0.00422944501042366,0.0012315557105466723,5
264,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,265,0.8627450980392157,0.8978102189781022,0.3382312225397019,0.22583598593249915,0.002658452605828643,0.006101490464061499,0.003443037858232856,5
265,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,266,0.8676470588235294,0.9084745762711864,0.4152654387289658,0.062415804167588546,0.002600796055048704,0.0034593679010868073,0.0008585717296227813,15
266,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,267,0.8161764705882353,0.8807631160572337,0.646912482415335,0.13018124436028303,0.002621066989377141,0.0032462214585393667,0.0006251545273698866,5
267,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,268,0.7941176470588235,0.86875,0.7938915602120973,0.22005764964967964,0.0034410557709634304,0.004652807489037514,0.0012117518344894052,5
268,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,269,0.7965686274509803,0.8701095461658842,0.8020413624688837,0.1358335672109388,0.003678482724353671,0.0048308176919817924,0.0011523349676281214,5
269,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,270,0.8284313725490197,0.8867313915857605,0.6107587888779794,0.2230782921239734,0.00542557192966342,0.007988497614860535,0.002562925685197115,5
270,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,271,0.8504901960784313,0.8960817717206133,0.4585776653633836,0.06290102489059791,0.002344620879739523,0.0029800415504723787,0.0006354206707328558,10
271,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,272,0.8529411764705882,0.8928571428571429,0.41693646501174525,0.06892554736463352,0.002700591692700982,0.0032686800695955753,0.0005680883186869323,10
272,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,273,0.8480392156862745,0.8851851851851852,0.43632623547341165,0.19084824833087627,0.002519860165193677,0.0030606144573539495,0.0005407542339526117,5
273,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,274,0.8455882352941176,0.88268156424581,0.43960512103512883,0.12751248799730092,0.0024392472114413977,0.004033030942082405,0.0015937837306410074,5
274,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,275,0.8431372549019608,0.8814814814814815,0.4214205229563602,0.14997176595963538,0.002944127656519413,0.0035719797015190125,0.0006278520449995995,5
275,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,276,0.8627450980392157,0.900355871886121,0.3954296568773833,0.10805325211491434,0.002940276637673378,0.004168176557868719,0.0012278999201953411,5
276,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,277,0.8651960784313726,0.905982905982906,0.44953902996848244,0.11862376316916197,0.0027042971923947334,0.003393694059923291,0.0006893969257362187,5
277,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,278,0.8333333333333334,0.8874172185430463,0.565944430119285,0.08481069958768785,0.0027981256134808064,0.0033222921192646027,0.0005241665057837963,5
278,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,279,0.8382352941176471,0.8910891089108911,0.5748837525413061,0.16412038597743955,0.003970935940742493,0.00568158645182848,0.0017106507439166307,5
279,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,280,0.8529411764705882,0.8972602739726028,0.45100104180278766,0.2053004744462669,0.004934459924697876,0.007913860492408276,0.0029794005677103996,5
280,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,281,0.8651960784313726,0.9005424954792043,0.3769531541631794,0.11783945966511963,0.004242397844791412,0.005558268632739782,0.00131587078794837,5
281,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,282,0.8382352941176471,0.8745247148288974,0.3954235978022802,0.13979460941627622,0.003335564397275448,0.004143238998949528,0.0008076744852587581,5
282,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,283,0.821078431372549,0.8571428571428571,0.4300012008980939,0.11835676417686045,0.002398417331278324,0.003005605423822999,0.0006071880925446749,5
283,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,284,0.8406862745098039,0.8752399232245681,0.4017705748350743,0.158168363426812,0.0034997514449059963,0.004710851237177849,0.0012110997922718525,5
284,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,285,0.8700980392156863,0.903107861060329,0.338752758187041,0.21231999774463475,0.005052368156611919,0.007088500540703535,0.0020361326169222593,5
285,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,286,0.8651960784313726,0.9046793760831889,0.3649669611443053,0.13240030735731126,0.0023107933811843395,0.002701246878132224,0.00039045343874022365,5
286,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,287,0.8357843137254902,0.8888888888888888,0.45239385420127826,0.05871846169233322,0.002531912177801132,0.0031741622369736433,0.0006422499427571893,15
287,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,288,0.8308823529411765,0.8878048780487805,0.5456738357852194,0.2797481720894575,0.00645857909694314,0.007990144193172455,0.0015315652126446366,5
288,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,289,0.8137254901960784,0.8778135048231511,0.6159524001345477,0.06689008524796615,0.002761612879112363,0.0033601701725274324,0.0005985572352074087,15
289,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,290,0.8259803921568627,0.8841761827079935,0.5783485547255944,0.17711392931640152,0.005214386153966188,0.00664578378200531,0.0014313977444544435,5
290,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,291,0.8186274509803921,0.8798701298701299,0.6598137635121342,0.0049397692264589906,0.0022677285596728325,0.0031551984138786793,0.0008874698542058468,175
291,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,292,0.8529411764705882,0.8993288590604027,0.5201136885352396,0.2156180487247184,0.004797560162842274,0.008029602468013763,0.003232042072340846,5
292,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,293,0.8725490196078431,0.9090909090909091,0.4567572387864393,0.03195580077532213,0.0025378463324159384,0.003095585387200117,0.0005577391129918396,20
293,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,294,0.8455882352941176,0.88,0.47664508959917606,0.15080651867203415,0.004214522894471884,0.005701237823814154,0.0014867150457575917,5
294,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,295,0.8455882352941176,0.8776699029126214,0.5994798778282369,0.12190336886793376,0.003379311878234148,0.004252552520483732,0.0008732406422495842,5
295,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,296,0.8406862745098039,0.874274661508704,0.6124111176833656,0.09383209614316003,0.0035360425245016813,0.005156058352440596,0.0016200158279389143,5
296,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,297,0.8553921568627451,0.8901303538175046,0.5211060482657095,0.18791176125872883,0.005155414342880249,0.007291140500456095,0.002135725924745202,5
297,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,298,0.8553921568627451,0.8963093145869947,0.5230877063198326,0.1604687540256418,0.007283996790647507,0.009321975521743298,0.0020379789639264345,5
298,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,299,0.8284313725490197,0.8856209150326797,0.7670895651381751,0.11672640315489843,0.0028340648859739304,0.0038023495581001043,0.000968284672126174,5
299,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,300,0.8161764705882353,0.8792270531400966,0.8409955671659726,0.35351697725476694,0.02029328979551792,0.026029378175735474,0.0057360888458788395,5
300,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,301,0.8137254901960784,0.8774193548387097,0.7443448569906382,0.20508035349543205,0.0034324107691645622,0.004639888647943735,0.0012074779951944947,5
301,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,302,0.8406862745098039,0.8925619834710744,0.5677676436493593,0.17057116789044813,0.0050643496215343475,0.006562907248735428,0.0014985576272010803,5
302,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,303,0.8504901960784313,0.892416225749559,0.39901664338129406,0.2164176906645298,0.004859978333115578,0.006933426018804312,0.0020734479185193777,5
303,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,304,0.8308823529411765,0.8675623800383877,0.45413823805603326,0.11809867704287172,0.0036314812023192644,0.004403345286846161,0.0007718640845268965,5
304,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,305,0.8235294117647058,0.857707509881423,0.5094058944606313,0.057121065476288396,0.0024043682496994734,0.003922016825526953,0.0015176485758274794,15
305,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,306,0.8333333333333334,0.8692307692307693,0.44044094050631805,0.06712382813605168,0.0024199909530580044,0.00386119750328362,0.0014412066666409373,15
306,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,307,0.8529411764705882,0.8913043478260869,0.3406285181933758,0.13426943764090538,0.0027105649933218956,0.004205559846013784,0.001494994736276567,5
307,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,308,0.8308823529411765,0.8855721393034826,0.4120056436890188,0.046207809643819917,0.0025797863490879536,0.00393584743142128,0.0013560610823333263,20
308,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,309,0.8161764705882353,0.88,0.5415730718979794,0.12251243513077496,0.002439274452626705,0.003352523548528552,0.0009132490959018469,5
309,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,310,0.8235294117647058,0.8842443729903537,0.5717702953866226,0.1297295825695619,0.003052609274163842,0.004426438361406326,0.001373829087242484,10
310,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,311,0.8382352941176471,0.8914473684210527,0.49362321671865445,0.16950480751693248,0.0027191315311938524,0.003871230175718665,0.0011520986445248127,5
311,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,312,0.8602941176470589,0.9001751313485113,0.3936687167186071,0.08871133079752325,0.003294660709798336,0.004860547371208668,0.0015658867778256536,10
312,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,313,0.8700980392156863,0.9034608378870674,0.405598349567941,0.08301208996446804,0.0029190354980528355,0.003440240863710642,0.0005212053656578064,10
313,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,314,0.8676470588235294,0.9021739130434783,0.42530793682946,0.11314258042722942,0.017202557995915413,0.023005282506346703,0.00580272451043129,5
314,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,315,0.8700980392156863,0.9051878354203936,0.4377123072250363,0.10508719860576092,0.002821192145347595,0.003345426172018051,0.0005242340266704559,5
315,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,316,0.8774509803921569,0.9128919860627178,0.4727963546163165,0.05914310664869844,0.00304532703012228,0.004161398392170668,0.0011160713620483875,10
316,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,317,0.8676470588235294,0.906896551724138,0.4930599638530254,0.22005522210150957,0.007427968084812164,0.009465294890105724,0.00203732680529356,5
317,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,318,0.8651960784313726,0.9066213921901528,0.506230117438142,0.14656109239906073,0.007988592609763145,0.009867428801953793,0.0018788361921906471,5
318,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,319,0.8578431372549019,0.9026845637583892,0.5419767437298444,0.09501846235711128,0.004797344096004963,0.00599799444898963,0.0012006503529846668,5
319,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,320,0.8676470588235294,0.9084745762711864,0.4841445244371654,0.23062161851674318,0.007056270260363817,0.009018603712320328,0.0019623334519565105,5
320,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,321,0.8700980392156863,0.9078260869565218,0.39468913210565043,0.2818866613507271,0.006149404216557741,0.007732209749519825,0.0015828055329620838,5
321,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,322,0.8725490196078431,0.9061371841155235,0.36795550299004887,0.07290044634137303,0.0032450519502162933,0.004036500584334135,0.0007914487505331635,10
