,Unnamed: 0,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
225,225,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,226,0.7220216606498195,1.5926578008702823,0.0024800979350296,1.6872210835572332e-05,1.9627737856353636e-05,2.75552656603395e-06,410
226,226,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,227,0.7184115523465704,1.5825408352272852,0.0049915073730517,9.984872122004164e-06,1.1278443707851691e-05,1.293571813221206e-06,82
227,227,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,228,0.7220216606498195,1.580759985106332,0.0020101164286053,9.520884304947684e-06,1.1283060302957892e-05,1.76217633907072e-06,410
228,228,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,229,0.7220216606498195,1.566290473991207,0.0067502591653908,5.049744686402846e-06,6.251371360121993e-06,1.2016264463454718e-06,41
229,229,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,230,0.7220216606498195,1.5807281770344292,0.0028849926320799,1.0416478289698716e-05,1.6962903828243725e-05,6.546425538545009e-06,320
230,230,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,231,0.7220216606498195,1.5856288767552802,0.004528234252655,8.778592928138096e-06,9.46758154896088e-06,6.889886208227836e-07,82
231,231,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,232,0.7220216606498195,1.596319471991488,0.0021040481459008,9.879423487291206e-06,1.1632604582700878e-05,1.7531808680359973e-06,410
232,232,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,233,0.7292418772563177,1.590665728439178,0.0034437024402261,7.2465404628019314e-06,9.099037924897855e-06,1.852497348409088e-06,82
233,233,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,234,0.7220216606498195,1.6128166441406522,0.0023662282403893,1.2210777640575545e-05,2.116303767252248e-05,8.952260031946935e-06,320
234,234,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,235,0.7111913357400722,1.6380235826330525,0.0017654634134487,4.375609933049418e-06,6.195151399879251e-06,1.819541353142995e-06,320
235,235,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,236,0.7148014440433214,1.6482755925506354,0.0073150500357037,3.831711637758417e-06,5.702719590772176e-06,1.8710079530137591e-06,41
236,236,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,237,0.7148014440433214,1.6441176029188291,0.0028625947502214,1.2787380001100246e-05,1.500381313235266e-05,2.21643290387874e-06,410
237,237,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,238,0.7148014440433214,1.632982403997864,0.0017853086279531,1.1203816029592415e-05,1.2123350643378217e-05,9.19534898002894e-07,246
238,238,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,239,0.7184115523465704,1.6245020753570965,0.0023014467066187,9.526014764560388e-06,1.100193458114518e-05,1.4759194755242788e-06,164
239,239,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,240,0.7184115523465704,1.624587182328105,0.002773573193764,1.635809167055413e-05,1.888086808321532e-05,2.5227759579138365e-06,287
240,240,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,241,0.7148014440433214,1.6333855795008796,0.0017094429945973,6.870649258416961e-07,1.152396407633205e-06,4.653314533697994e-07,320
241,241,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,242,0.7256317689530686,1.62178180249674,0.0053108471809182,7.324195848923409e-06,9.906709237839095e-06,2.582513388915686e-06,41
242,242,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,243,0.7220216606498195,1.608037125878036,0.002025417777349,9.41175312618725e-06,1.0630610631778836e-05,1.218857164531073e-06,410
243,243,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,244,0.7220216606498195,1.5844979796558618,0.0054189745535528,5.693917046301067e-06,6.710081834171433e-06,1.0161646741835284e-06,41
244,244,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,245,0.7256317689530686,1.5461251876716102,0.0033273874405237,9.425236385141034e-06,1.1654691661533434e-05,2.2294552763924003e-06,410
245,245,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,246,0.7292418772563177,1.5450285179806609,0.0032174875190321,5.277604032016825e-06,1.195587083202554e-05,6.678266800008714e-06,96
246,246,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,247,0.7256317689530686,1.550239313473659,0.0030429765104119,9.498218787484802e-06,1.029141367325792e-05,7.931952268336318e-07,123
247,247,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,248,0.7220216606498195,1.5770066631691797,0.0025956788503922,1.4803232261328958e-05,2.0081315597053617e-05,5.278083335724659e-06,410
248,248,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,249,0.7292418772563177,1.5812939573611533,0.003322580683081,9.491067430644762e-06,1.2340412467892747e-05,2.84934480987431e-06,123
249,249,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,250,0.7148014440433214,1.6115338436860058,0.0013437693270316,2.704710823309142e-06,5.590716227743542e-06,2.8860054044344e-06,320
